SL NO |DIST|PROJ|CIRC|CENTREID|CENTRE CODE|CENTRE|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
791|Bangalore|Bangalore south(Banashankari)|Uttrahalli||AN001322|BHUVANESHWARINAGARA|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1
792|Bangalore|Bangalore south(Banashankari)|Uttrahalli||AN001568|AGARA|1|1|1|0|0|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
793|Bangalore|Bangalore south(Banashankari)|Uttrahalli||AN002233|CHOUDESHWARI NAGARA|1|1|1|0|0|0|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|0|1|1|1|0|0|1|1|1|1|1|1|1|0|1|0|0|1|1|1|0|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1
794|Bangalore|Bangalore south(Banashankari)|Uttrahalli|30700||UTTARAHALLI|1|1|1|1|0|0|1|1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
795|Bangalore|Bangalore south(Banashankari)|Uttrahalli|30705||AK COLONY|1|1|1|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|1|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1
796|Bangalore|Bangalore south(Banashankari)|Uttrahalli||AN00815|TALAGHATTAPURA 1|1|1|1|0|0|0|1|1|1|0|0|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|1
797|Bangalore|Bangalore south(Banashankari)|Uttrahalli||AN001691|SALUDODDI|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1
798|Bangalore|Bangalore south(Banashankari)|Uttrahalli||AN00827|GUBBALAALA|1|1|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|1
799|Bangalore|Bangalore south(Banashankari)|Uttrahalli||AN001663|VADERAHALLI (UTTARAHALLI|1|1|1|0|0|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0
800|Bangalore|Bangalore south(Banashankari)|Uttrahalli||AN001686|LAKSHMIPURA (UTTRAHALLI)|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1
801|Bangalore|Bangalore south(Banashankari)|Uttrahalli||AN001553|LAKSHMIPURA NAVAGRAMA|1|0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
802|Bangalore|Bangalore south(Banashankari)|Uttrahalli||AN00838|MARUTHINAGARA 1|1|1|0|0|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|0|0|0|0|0|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
803|Bangalore|Bangalore south(Banashankari)|Uttrahalli|30689||UTTARAHALLI|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|0|1|1|1|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|1
804|Bangalore|Bangalore south(Banashankari)|Varthur||AN002216|VIJAYNAGAR|1|1|1|0|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
805|Bangalore|Bangalore south(Banashankari)|Varthur||AN001474|TABARAHALLI|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
806|Bangalore|Bangalore south(Banashankari)|Varthur||AN00251|SIDDAPURA|1|1|1|1|1|0|0|0|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0
807|Bangalore|Bangalore south(Banashankari)|Varthur|30712||GARUDACHAR PALYA|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
808|Bangalore|Bangalore south(Banashankari)|Varthur||IN00151|RAMGONDANA HALLI|1|1|1|1|1|0|0|0|0|0|0|1|0|0|1|0|1|1|1|1|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
809|Bangalore|Bangalore south(Banashankari)|Varthur||AN001106|DODDANEKUNDI|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
810|Bangalore|Bangalore south(Banashankari)|Varthur||AN001764|NAGONDANA HALLI|1|1|1|0|0|1|0|0|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
811|Bangalore|Bangalore south(Banashankari)|Varthur||AN002210|IMMADIHALLI|1|1|1|0|0|0|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
812|Bangalore|Bangalore south(Banashankari)|Varthur||AN002260|HAGADOORU|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
813|Bangalore|Bangalore south(Banashankari)|Varthur||AN001066|GANDHIPURA|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
814|Bangalore|Bangalore south(Banashankari)|Varthur||AN001532|KUNDALAHALLI|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
815|Bangalore|Bangalore south(Banashankari)|Varthur||AN00490|KUNDALAHALLI COLONY|1|0|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
816|Bangalore|Bangalore south(Banashankari)|Varthur||AN00244|VALEPURA|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
817|Bangalore|Bangalore south(Banashankari)|Varthur||AN001107|VARTHUR 1|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
818|Bangalore|Bangalore south(Banashankari)|Varthur||AN002263|AMBEDKAR NAGAR 1ST|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
819|Bangalore|Bangalore south(Banashankari)|Varthur|33759||AMBEDKAR NAGARA 2|1|0|0|0|0|1|1|1|1|0|0|1|0|0|1|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|1
820|Bangalore|Bangalore south(Banashankari)|Varthur||AN00247|SURHUNASE|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
821|Bangalore|Bangalore south(Banashankari)|Varthur||AN002218|MUNNE KUSHLA GRAMA|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
822|Bangalore|Bangalore south(Banashankari)|Varthur||AN002206|MUNNEKOLALBADAVANE|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
823|Bangalore|Bangalore south(Banashankari)|Varthur||AN001098|SURHUNASE BADAVANE|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
824|Bangalore|Bangalore south(Banashankari)|Varthur||AN002224|BASAVANNA NAGARA 22|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
825|Bangalore|Bangalore south(Banashankari)|Varthur||AN001766|NELLURAHALLI|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
826|Bangalore|Bangalore south(Banashankari)|Varthur||AN002256|PATTANDURA AGRAHARA|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|0|1|1|0|0|1|1|1|1|1|0|1
827|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN002830|K G HALLI|1|0|0|0|0|0|0|0|0|0|NA|0|0|0|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|0|1|0|1|0|0|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
828|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00149|DODDABANASWADI|1|0|1|1|0|0|0|1|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
829|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00141|VIJNAPURA|1|0|1|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|1
830|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00102|CHIKKABANASWADI|1|0|0|0|0|1|1|1|1|1|1|0|0|0|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
831|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00367|MUNESHWARA NAGARA|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
832|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN0099|VIJNAPURA 4|1|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1
833|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00154|KASTURI NAGAR|1|0|0|0|0|0|0|0|1|0|1|0|1|1|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
834|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00715|PERIYAR NAGAR|1|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|0|1
835|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AK00348|PERIYAR NAGAR 2|1|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
836|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00683|VIJINAPURA RAILWAY STATION|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
837|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi|31420||BHAVI COLONY|1|0|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
838|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi|30311||CHILKERY|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
839|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi|30328||B S PALAYA|1|0|1|1|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|0|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
840|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AK00103|KARIYAN PALYA 1|1|0|1|0|0|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
841|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00100|KARIYANAPALYA 2|1|0|1|0|0|1|1|0|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
842|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00388|VENKATESHAPURA|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
843|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00372|VIJINAPURA 3|1|0|0|0|0|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
844|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00690|VIJINAPURA 2|1|0|0|0|0|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
845|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN002747|VIJINAPURA 6|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
846|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00501|PILLA REDDY NAGARA|1|0|0|1|1|0|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|0|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
847|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00389|M R S PALYA 2|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
848|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00390|VIJINAPURA 1|1|0|1|1|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1
849|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN0098|MRSPALYA|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
850|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi|30310||C S I|1|0|0|0|0|0|1|0|0|0|1|0|1|1|1|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
851|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00371|GANDHI GRAMA|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
852|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00878|LAKSHMANMURTHI NAGAR|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
853|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi|30374||YARYAN PALYA|0|0|0|0|0|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
854|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00160|NAGAN PALYA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
855|Bangalore|Sumangali seva Ashrama |Dodda Banaswadi||AN00241|RAMMURTHY NAGAR|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
856|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001094|DARGAMOHALLA|0|0|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
857|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00485|BENNIGANA HALLI|1|0|1|0|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
858|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00488|JOTHIPURA|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
859|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001502|G M PALYA|0|0|1|0|0|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
860|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001077|YEMALORE 2|0|0|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|0|0|0|1|1|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1
861|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001071|KEMPAPURA|1|0|1|1|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
862|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001872|DOMMALURU|1|0|1|0|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
863|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001092|MALLESHANAPALYA|0|0|1|1|0|0|1|1|1|0|1|0|0|0|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
864|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001522|CHALLA GHATTA|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
