SL NO |DIST|PROJ|CIRC|CENTREID|CENTRE CODE|CENTRE|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
404|Bangalore|ANEKAL TALUK  |Hebbagodi||AN002056|YARANDAHALLI JANTHA COLONY|1|0|0|1|0|0|1|1|1|1|0|0|0|0|1|0|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
405|Bangalore|ANEKAL TALUK  |Hebbagodi||AN002055|KA. VINAYAKANAGARA|1|0|0|0|0|1|1|1|1|1|1|0|0|0|1|0|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
406|Bangalore|ANEKAL TALUK  |Hebbagodi||AN002005|GATTHALLI|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
407|Bangalore|ANEKAL TALUK  |Hebbagodi|33788||BESTHAMANAHALLI|1|1|1|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
408|Bangalore|ANEKAL TALUK  |Jigani||AN001033|JIGANI D|1|1|1|0|0|0|0|0|0|0|0|1|1|0|0|1|0|1|1|1|1|0|0|0|0|1|1|1|0|1|0|0|0|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
409|Bangalore|ANEKAL TALUK  |Jigani||AN001986|JIGANI C|1|1|1|1|1|1|1|0|1|1|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|0|0|0|0|1|1|0|1|0|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
410|Bangalore|ANEKAL TALUK  |Jigani||AN001020|JIGANI JANTHACOLONY|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|0|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
411|Bangalore|ANEKAL TALUK  |Jigani||AN001052|KOPPAGATE|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
412|Bangalore|ANEKAL TALUK  |Jigani||AN001984|MELE NALLASANDRA|1|1|1|1|0|1|1|1|1|1|0|0|1|1|1|0|0|1|1|1|1|0|0|0|1|1|1|1|0|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
413|Bangalore|ANEKAL TALUK  |Jigani||AN001056|KOPPA  |1|1|1|1|0|1|1|0|0|0|0|0|0|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
414|Bangalore|ANEKAL TALUK  |Jigani||AN001009|JIGANI B|1|1|1|0|0|0|1|0|1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|0|0|0|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
415|Bangalore|ANEKAL TALUK  |Jigani|30921||VADDARAPALYA(BEGIHALLI)|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|NA|NA
416|Bangalore|ANEKAL TALUK  |Jigani||AN001014|JIGANI BESTARA BEEDI|1|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|0|1|0|0|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1|0|0|1|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|1|NA|NA
417|Bangalore|ANEKAL TALUK  |Jigani||AN001025|JIGANI A|1|1|1|1|0|0|0|0|0|0|0|0|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|NA|NA
418|Bangalore|ANEKAL TALUK  |Jigani||AN001987|BEEGEHALLI|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|0|1|0|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
419|Bangalore|ANEKAL TALUK  |Jigani||AN001985|HULLAHALLI|1|1|1|1|0|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
420|Bangalore|ANEKAL TALUK  |Jigani||AN00928|SHIKARIPALYA|1|1|1|0|0|1|1|0|1|1|0|0|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
421|Bangalore|ANEKAL TALUK  |Jigani||AN00923|MARAGONDANAHALLI|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|0|1|0|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|NA|NA
422|Bangalore|ANEKAL TALUK  |Jigani||AN001983|HULIMANGALADINNE|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|0|1|1|1|1|1|0|0|1|1|0|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
423|Bangalore|ANEKAL TALUK  |Jigani|30939||VAJARAHALLI|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|0|0|0|1|0|1|1|1|1|1|1|1|1|NA|NA
424|Bangalore|ANEKAL TALUK  |Jigani||AN002051|C.K PALYA|1|1|1|1|0|1|1|1|1|1|1|0|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
425|Bangalore|ANEKAL TALUK  |Jigani||AN002648|KALESHWARINAGARA|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
426|Bangalore|ANEKAL TALUK  |Jigani||AN001044|MANTAPPA|1|1|1|1|0|1|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
427|Bangalore|ANEKAL TALUK  |Jigani||AN001031|SAKALAVARA|0|1|1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|0|1|1|0|0|1|1|1|1|1|NA|NA
428|Bangalore|ANEKAL TALUK  |Jigani||AN001038|SAMPAGIRAMANAGARA|1|1|1|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
429|Bangalore|ANEKAL TALUK  |Jigani||AN001061|LAKSHMIPURA (JIGANI)|1|1|0|0|0|0|0|0|1|0|0|1|1|1|1|0|0|1|1|1|0|1|0|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
430|Bangalore|ANEKAL TALUK  |Jigani||AN001034|KALKERE|1|1|1|1|0|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
431|Bangalore|ANEKAL TALUK  |Jigani||AN002057|BINGIPURA HODU|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|1|0|1|0|1|1|1|1|1|1|1|1|NA|NA
432|Bangalore|ANEKAL TALUK  |Jigani||AN001010|HULIMANGALA  |0|1|1|1|0|0|1|0|0|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
433|Bangalore|ANEKAL TALUK  |Jigani||AN001046|S. BENGIPURA|1|1|1|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
434|Bangalore|ANEKAL TALUK  |Jigani||AN002054|HALESAMPIGEHALLI|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
435|Bangalore|ANEKAL TALUK  |Jigani||AN002048|RAMASANDRA|0|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|0|0|1|0|1|1|1|1|1|1|NA|NA
436|Bangalore|ANEKAL TALUK  |Dommasanddra||AN001486|GONIGATTAPURA|1|1|1|0|0|0|1|0|1|0|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|1|1|1|1|0|1|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
437|Bangalore|ANEKAL TALUK  |Dommasanddra||AN001864|DOMMASANDRA C|1|1|0|0|1|1|1|1|1|0|0|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|1|0|1|1|0|1|1|0|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
438|Bangalore|ANEKAL TALUK  |Dommasanddra||AN001762|DOMMASANDRA JANTHA COLONY|1|0|0|0|0|0|1|1|1|1|1|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
439|Bangalore|ANEKAL TALUK  |Dommasanddra||AN001862|HOUSING BOARD DOMMASANDDRA B|1|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
440|Bangalore|ANEKAL TALUK  |Dommasanddra||AN001503|NARAYANA GHATTA|1|1|1|0|0|0|1|0|1|1|1|0|0|0|1|0|0|1|1|1|0|1|1|1|1|1|1|0|0|0|0|0|0|1|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
441|Bangalore|ANEKAL TALUK  |Dommasanddra||AN001498|KOMMASANDRA|0|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|1|0|0|1|1|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|0|1|1|0|0|0|1|1|1|1|1|1
442|Bangalore|ANEKAL TALUK  |Dommasanddra|33456||V KALLAHALLY|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
443|Bangalore|ANEKAL TALUK  |Dommasanddra||AN0064 |THIPPASANDRA|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
444|Bangalore|ANEKAL TALUK  |Dommasanddra||AN001493|GOPASANDRA|1|1|1|0|0|0|0|0|0|0|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|0|1|0|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1
445|Bangalore|ANEKAL TALUK  |Dommasanddra||AN001503|CHIKKATHIMMASANDRA|0|1|0|0|0|0|0|0|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|0|1|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
446|Bangalore|ANEKAL TALUK  |Dommasanddra||AN001493|SINGENA AGHRA HARA|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
447|Bangalore|ANEKAL TALUK  |Dommasanddra|33714||RAMANAYAKANAHALLI|1|0|0|0|0|0|0|0|1|1|1|0|0|0|1|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
448|Bangalore|ANEKAL TALUK  |Dommasanddra|33721||YAMARE|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
449|Bangalore|ANEKAL TALUK  |Dommasanddra||AN001861|CHEMBENAHALLI|1|1|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|1|1|1|0|1|0|1|1|1|1|0|0|1|1|0|0|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
450|Bangalore|ANEKAL TALUK  |Dommasanddra|33457||T C HALLI|1|1|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
451|Bangalore|ANEKAL TALUK  |Dommasanddra|33720||NERIGA|0|0|0|0|0|0|0|0|1|1|1|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
452|Bangalore|ANEKAL TALUK  |Dommasanddra||AN0067|HALASANAHALLI|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
453|Bangalore|ANEKAL TALUK  |Dommasanddra||AN002151|HEGGONDANAHALLI|NA|0|0|0|0|1|1|1|1|1|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
454|Bangalore|ANEKAL TALUK  |Dommasanddra|33729||MUTHANNALLUR JANATHA COLONY|1|0|0|0|0|0|1|0|1|0|1|0|0|0|1|0|0|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
455|Bangalore|ANEKAL TALUK  |Dommasanddra|33718||MUTHANNALUR|1|1|1|1|0|0|0|0|1|1|1|0|0|0|1|0|0|1|1|1|1|0|0|1|1|1|1|1|0|0|1|0|0|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
456|Bangalore|ANEKAL TALUK  |Dommasanddra||AN002217|KADA HAGRA HAR|0|1|1|1|1|0|1|0|1|0|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0|0|1|1|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1
457|Bangalore|ANEKAL TALUK  |Dommasanddra||AN002221|B HOSAHALLI|1|1|1|1|0|1|1|1|0|1|0|1|0|0|0|1|0|0|1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
458|Bangalore|ANEKAL TALUK  |Dommasanddra|33717||SOOMPURA|0|1|1|0|0|1|1|1|1|0|1|0|0|0|0|1|0|1|1|1|0|0|0|0|1|0|1|1|0|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
459|Bangalore|ANEKAL TALUK  |Dommasanddra||AN00465|ALE BOMASANDRA|0|1|1|0|0|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|0|1|0|0|1|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
460|Bangalore|ANEKAL TALUK  |Dommasanddra||AN002162|CHIKKADASARAHALLI|1|1|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1
461|Bangalore|ANEKAL TALUK  |Dommasanddra|31328||NEKKUNDI DOMMASANDRA|0|1|1|0|0|0|0|0|0|0|1|0|0|0|1|0|1|1|1|1|0|1|0|1|1|1|0|0|0|0|0|0|0|1|0|1|1|0|1|1|0|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|0|0|0|1|1|0|1|1|1|1|1|1|1|1
462|Bangalore|ANEKAL TALUK  |Dommasanddra|31334||SAMANAHALLY|0|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|1|0|0|1|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
463|Bangalore|ANEKAL TALUK  |Dommasanddra||AN001491|JANTHAGONDANAHALLI|1|0|1|0|0|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|0|1|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
464|Bangalore|ANEKAL TALUK  |Dommasanddra||AN002163|DOMMASANDRA A|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|1|1|0|1|1|0|1|1|1|0|1|0|0|0|0|0|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
465|Bangalore|ANEKAL TALUK  |Dommasanddra||AN00462|KATTARA GUPPE|0|1|0|1|0|0|0|0|0|0|1|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|0|1|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|0|1|0|0|0|0|1|0|0|0|1|1|1|1|0|1
466|Bangalore|ANEKAL TALUK  |Dommasanddra||AN002166|CHIKKA NEKKUNDI BADAVANE|0|1|1|0|0|0|1|1|1|0|1|0|0|0|1|0|1|1|1|1|0|1|0|1|1|1|1|1|0|0|1|1|1|0|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
467|Bangalore|ANEKAL TALUK  |Sarjapura||AN002148|ADIGARAKALLAHALLI B|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|0
468|Bangalore|ANEKAL TALUK  |Sarjapura||AN00456|KAMANA HALLI|0|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|1|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|1
469|Bangalore|ANEKAL TALUK  |Sarjapura||AN002144|TYAVAKANAHALLI|0|0|1|0|0|1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|1
470|Bangalore|ANEKAL TALUK  |Sarjapura||AN001051|S MEDAHALLI|0|0|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|1
471|Bangalore|ANEKAL TALUK  |Sarjapura||AN002734|BILLAPURA|0|0|1|0|0|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|0|0|1|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|1
472|Bangalore|ANEKAL TALUK  |Sarjapura||AN00459|BIKKANAHALLI|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|1|1|1|0|1|1|1|1|1|1|1|1|0|1
473|Bangalore|ANEKAL TALUK  |Sarjapura||AN001470|KOTEGANAHALLI|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|0
474|Bangalore|ANEKAL TALUK  |Sarjapura||AN001876|BOORUGUNTE|0|0|1|0|0|1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|0
475|Bangalore|ANEKAL TALUK  |Sarjapura||AN0075|KOOTHAGANAHALLI|0|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|1
476|Bangalore|ANEKAL TALUK  |Sarjapura||AN002149|BYALAHALLI|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|0
477|Bangalore|ANEKAL TALUK  |Sarjapura||AN00525|HANDENAHALLI|0|1|1|0|0|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|1
478|Bangalore|ANEKAL TALUK  |Sarjapura||AN002146|SULTHANAPALYA|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|0
